word,label
한껏,1
한낱,0
한도,1
한몫,1
한바탕,1
한사코,0
한심하다,1
한정하다,1
한탄,0
한탕,0
한파,0
한하다,0
할퀴다,1
함성,1
함축,0
함흥차사,0
합당하다,1
합동,1
합류,1
헌신적,1
합성,1
항문,1
항생제,1
항아리,1
항암,0
해독,1
해독,1
해박하다,0
해발,0
해석,1
해약,1
해일,1
해제,1
해직,0
해체,1
혁신적,1
핵가족화,0
호의적,1
햅쌀,0
행렬,1
행방,1
행세,1
행적,1
행진,1
허겁지겁,1
허구,0
허기,1
허둥지둥,1
허름하다,1
허망,1
허무,1
허물다,1
허술하다,1
허탈,1
허파,1
헌법,1
헌신,1
회의적,0
헐값,1
헐다,1
헐뜯다,1
헐레벌떡,1
험난하다,0
험악하다,1
헛되이,1
헤어나다,1
헤집다,1
헤치다,1
헤프다,1
헹구다,1
혁신,1
획기적,0
현,0
현기증,1
현모양처,1
현안,0
현저하다,0
현저히,0
현직,1
혈연,1
혐의,1
협동심,1
협박,1
협상,1
협약,1
협의,1
협정,1
협조,1
형사,1
형상,0
형용하다,1
호되다,0
호들갑,1
호소,1
호응,1
호의,1
무차별적,1
호전,0
호젓하다,1
호조,0
호평,0
호황,0
혹시나,1
혹평,0
혼동,1
혼합,1
홀가분하다,1
홈런,1
화,1
화두,0
화목,0
화물,1
화살,1
화자,1
확고하다,1
확립,1
확연히,1
확충,0
환원,0
환호,1
활력,1
활력소,1
활자,0
황금기,1
황급히,1
황량하다,0
황제,1
황혼,0
회견,1
회계,1
회복세,0
회수,1
유동적,1
정서적,1
획득,1
횡설수설,1
효력,1
효용,0
후각,1
후대,0
후련하다,1
후반부,1
후보자,1
후속,1
후원자,1
후유증,1
후임,1
후진,1
후퇴,1
훑다,1
훑어보다,1
훔쳐보다,1
훤하다,1
휘다,1
휘두르다,1
휘말리다,1
휘젓다,1
휩싸이다,1
휩쓸다,1
휩쓸리다,1
휴대용,1
휴무,1
휴전,1
휴직,1
흉하다,1
흐느끼다,1
흘기다,1
흘러들다,0
흡사,1
흥청망청,0
희귀하다,1
희미하다,1
희박하다,1
희한하다,1
힐끔거리다,1
힐끗,1
힘겹다,1
힘입다,1
가격,1
가능성,1
가능하다,1
가다,1
가동,1
가량,1
가리키다,1
가상,1
가설,0
가운데,1
가장,1
가지,1
가치,1
각,1
각각,1
각종,1
간주,0
갈대,0
갈등,1
감동,1
감소,1
감정,1
강력하다,1
강세,0
강조,1
강훈,0
같다,1
개,1
개도국,0
개막,0
개방,1
개심,0
개월,1
개정,1
개편안,1
거두다,1
거래,1
거래소,1
거버넌스,0
거부,1
건,1
건포도,1
검토,1
것,1
겪다,1
결,1
결과,1
결론,1
결백,1
결산,0
결코,1
결합,0
겸,1
경,1
경로,1
경상수지,0
경우,1
경작지,0
경쟁,1
경쟁력,1
경제,1
경제부총리,1
경제성장,0
경향,1
계급,1
계시다,1
고,1
고대,1
고도,1
고발,1
고백,1
고용,1
고위,0
고자,1
고전,1
고집,1
고착,0
곡물,1
곡창,0
곧,1
공감,1
공급,1
공연,1
공장,1
공정,1
공존,1
공허,1
과,1
과거,1
과세,0
과일,1
과정,1
과표,0
관,1
관객,1
관광,1
관련,1
관심,1
광대하다,1
광물,0
광업,0
괴물,1
교역,0
교육,1
구,1
구간,1
구글,1
구리,1
구분,1
구성,1
구윤철,1
구조,1
구축,0
국,1
국가,1
국내,1
국내외,1
국민,1
국보,0
국부펀드,0
국영,0
국제,1
국토,1
국한,0
국회,1
권력,1
권리,1
귀결,0
규모,1
규범,0
규제,0
규칙,1
그,1
그것,1
그룹,1
그리스,1
그치다,1
극단,1
극복,1
극심하다,1
극작가,0
근접,1
글로벌,1
금,1
금리인하,0
금산,0
금액,1
금융,1
금융위기,0
금지,1
급,1
급격하다,1
급작,0
긍정,1
기,0
기간,1
기대다,1
기대하다,1
기도,1
기록,1
기반,1
기본,1
기술,1
기업,1
기업인,1
기재부,0
기조,0
기준,1
기타,1
기회,1
기획,1
기획재정부,1
기후,1
길다,1
깊이,1
꼽히다,1
끊다,1
끊임없다,1
끝,1
나,1
나가다,1
나누어지다,1
나뉘다,1
나아가다,1
나오다,1
나타나다,1
나타내다,1
날,1
남,1
남다,1
남미,1
남부,1
남북,1
납,0
낭독,0
낮다,1
낮음,1
낮추다,1
내,1
내기,1
내내,1
내년,1
내다,1
내려가다,1
내적,1
내지,0
낸셜,0
낼,1
냉,0
넘기다,1
넘다,1
노동,1
노력,1
노르웨이,1
노예,1
녹이다,1
논의,1
농민,0
농산물,0
농업,1
농작물,1
높다,1
높이다,1
누구,1
누리다,1
눈,1
느리다,1
늘다,1
늘리다,1
능가,1
능력,1
다른,1
다만,1
다변,0
다수,1
다양,1
다양하다,1
다이아몬드,1
다툼,1
단순하다,1
단점,1
달,1
달다,1
달라,1
달러,1
담기다,1
담보,0
답변,1
당,1
당대,0
당시,1
대가,0
대감,1
대국,0
대규모,1
대다,0
대두,1
대부분,1
대비,1
대사,1
대상,1
대응,1
대의,0
대자,0
대체,1
대통령,1
대통령실,1
대평원,0
대표,1
대하,0
대한,1
대해,1
더,1
더불다,0
더치,1
데,1
데이터,1
데이터베이스,1
데카르트,1
도,1
도널드,1
독려,0
독점,1
동사,1
동석,0
동의,1
돼다,1
되다,1
되어다,1
두,1
두다,1
두유,1
둥지,1
뒤,1
드러나다,1
드러내다,1
들다,1
듯,1
등,1
등장,1
디,1
따다,1
따라서,1
따르다,1
따오다,1
때,1
때문,1
떠나다,1
떨어지다,1
또,1
뛰어나다,1
띄다,1
라며,1
라면,1
라신,0
라틴아메리카,1
라틴어,1
랭크,1
렉스,0
로,1
로마,1
로만,1
롤랑,0
루스,0
루이,0
률,1
를,1
리버티,0
리트,0
마련,1
마음,1
마음속,1
마이크로소프트,1
마켓,1
막대,0
만,1
만난,1
만들다,1
만큼,1
많다,1
많아지다,1
말,1
망,1
망간,0
맞다,1
맡다,1
매다,1
매도,0
매매,1
매수,0
매우,1
매입,0
먹이다,1
멀어지다,1
메다,0
며,1
면적,1
명,1
명령,1
명명하다,0
명예,0
몇,1
모방,1
모순,1
모습,1
목소리,1
목숨,1
목표,1
몸짓,1
못,1
무고,0
무너지다,1
무료,1
무엇,1
무용,1
무조건,1
묵다,1
묶이다,1
문과,1
문예,1
문제,1
문체,0
문학,1
문화,1
물꼬,1
물리다,1
미국,1
미디어,1
미비,1
미치다,1
민간,1
민원,1
민주당,1
민주주의,1
밀,1
밀가루,1
밈,1
및,1
바,0
바꾸다,1
바닥,1
바르트,1
바탕,1
반대,1
반도체,1
반드시,1
반면,1
반복,1
반영,1
받다,1
받아들이다,1
발달,1
발생,1
발성,1
발전,1
밝히다,1
방법,1
방안,1
방향,1
방향성,1
배,1
배당,0
배럴,0
배우,1
버리다,1
버스,1
범위,1
법인,1
법학자,1
베네수엘라,1
베이스,1
베팅,1
변경,1
변동,1
변동성,1
변심,0
별,1
병기,0
병행,1
보내다,1
보다,1
보도,1
보여주다,1
보유,1
보이다,1
보임,1
보조금,0
보크사이트,0
보편성,0
복잡하다,1
복지국가,0
본보기,0
본인,1
볼,1
부과,1
부국,0
부문,0
부분,1
부족,1
부존,0
부총리,1
부패,1
북구,0
북부,0
분,1
분리,1
분명하다,1
분석,1
분야,1
분포,0
불,1
불가능하다,1
불만,1
불평등,1
불합리,1
불확실,1
불황,0
붐,1
브랜드,1
블랙록,0
블룸버그,0
비,1
비교,1
비극,1
비상,1
비서실,1
비옥하다,0
비율,1
비자,1
비중,1
비트코인,1
빅테크,0
빈,1
빈곤,0
빠지다,1
뻗다,1
사,1
사가,1
사건,1
사고,1
사람,1
사랑,1
사례,1
사로잡히다,1
사료,1
사르다,0
사망,1
사모펀드,0
사상,1
사설,0
사실,1
사안,0
사업,1
사오다,1
사용,1
사우디,1
사이,1
사조,0
사회,1
산림,0
산업,1
산업부,1
산업화,1
살다,1
살펴보다,1
삶,1
상,1
상관없다,1
상당,1
상승,1
상승세,0
상실,1
상위,1
상처,1
상태,1
상품,1
상황,1
상회,0
새,1
새롭다,1
색슨,0
샘,1
생각,1
생산,1
서로,1
서류,1
서비스,1
서비스업,1
석유,1
섞다,1
선,1
선사,0
선정,1
선진국,1
선택,1
선호,1
설립,1
설명,1
성격,1
성공,1
성과,1
성명,1
성장,1
성향,1
세,1
세계,1
세금,1
세기,1
세법,0
세운,1
세율,0
세입,0
세제,1
센터,1
셰일가스,0
셰일오일,0
소득,1
소비재,0
소셜,1
소셜미디어,1
소속,1
소위,1
소유,1
소재,1
속,1
손발,1
손실,1
손자,1
손잡다,1
솔루션,1
수,1
수단,1
수력,0
수산,1
수산물,1
수요,1
수용,1
수의,1
수익모델,0
수입,1
수정,1
수준,1
수출,1
수행,1
숨,1
스,1
스스로,1
스타일,1
승리,1
승자,1
시,1
시간,1
시기,1
시대,1
시민,1
시스,0
시스템,1
시작,1
시장,1
시키다,1
시킴,1
시행,1
신,1
신분,1
신실하다,1
신앙,1
신정아,0
신중하다,1
신탁,0
실리다,1
실제,1
실질,0
실패,1
실효,0
심사숙고,0
심지어,1
심화,1
싱가포르,1
싶다,1
싸움,1
써다,0
아니다,1
아라비아,1
아르헨티나,1
아마존,1
아메리칸,1
아보카도,1
아연,1
아열대,0
아주,1
아프리카,1
악,1
악화,1
안,1
안건,1
안다,1
안보,0
안이,0
안전,1
안정,1
안정화,1
앉다,1
않다,1
알려지다,1
알루미늄,1
암호,1
압력,1
앞,1
앞당겨지다,1
앞당기다,1
액,1
앨버타,0
앵글,1
약,1
양극화,0
양변,0
양질,0
어떻다,1
어렵다,1
어류,0
어조,0
어찌,1
억만장자,1
언급,1
얻다,1
엄격하다,1
엄중하다,1
엄청나다,1
업체,1
없다,1
에너지,1
에릭,1
에우리피데스,1
여기,1
여러,1
여부,1
여야,1
여유,1
여전하다,1
여타,0
여파,0
여한,0
역,1
역사,1
역자,0
역할,1
연결,1
연관,1
연극,1
연기,1
연도,1
연방,0
연인,1
연중,0
열리다,1
영향,1
영혼,1
예상,1
예술,1
오다,1
오일,1
오일샌드,0
오전,1
오픈,1
옥수수,1
온대기후,0
올라가다,1
올려놓다,1
올트먼,0
올해,1
옭아매다,0
옮기다,1
옷,1
와인,1
완벽하다,1
완화,1
왕,1
왕실,1
외,1
외부,1
외자,1
외채,0
외환거래,1
외환보유고,0
요구,1
요소,1
용,1
용어,1
용인,1
우려,1
우스,0
우위,0
운명,1
울,1
움직,1
움직임,1
원,1
원료,0
원유,0
원자재,1
원점,1
월간,1
월드,1
위,1
위기,1
위원,1
위원장,1
위원회,1
위인,0
위임,1
위주,1
위해,1
위험,1
유럽,1
유력하다,1
유모,0
유엔,1
유일,1
유입,0
유전,1
유지,1
유지수,1
유착,0
율,1
은,1
은행,1
음모,0
의,1
의견,1
의도,1
의료,1
의무,1
의미,1
의붓아들,1
의원,1
의존,1
의지,1
의하다,1
의향,1
의회,1
이,1
이견,0
이끌다,1
이다,1
이데올로기,1
이드,0
이러하다,1
이렇다,1
이로,0
이론,1
이루다,1
이뤄지다,1
이르다,1
이름,1
이면,1
이상,1
이성,1
이야기,1
이어지다,1
이외,1
이유,1
이윤,0
이익단체,1
이자,1
이재명,1
이전,1
이제,1
이지,0
이하,1
이해,1
이행,1
이후,1
인간,1
인공,1
인구,1
인물,1
인식,1
인용,1
인프라,1
인플레이션,1
인하,0
인하다,0
일가,0
일관,1
일단,1
일반,1
일부,1
일시,1
일화,1
임,1
임명,1
임업,0
입,1
입다,1
입장,1
있다,1
자,1
자금,1
자기,1
자다,1
자동사,1
자동차,1
자라다,1
자리,1
자본,1
자산,1
자산운용,1
자세,1
자신,1
자연,1
자원,1
자유시장경제,0
자체,1
자크,0
자회사,1
작,0
작가,1
작물,0
작품,1
장,1
장관,1
장기,1
장도,1
장량,0
장르,1
장부,0
장세니즘,0
재계,0
재능,1
재배,1
재산권,0
재위,0
재정,1
재정정책,1
쟁,0
쟁점,0
쟁점들,0
저가,1
저주,1
저축,1
저해,0
적,1
적극,1
적다,1
적용,1
적자,1
적절하다,1
전,1
전개,1
전국,1
전달,1
전력,1
전망,1
전면,1
전문가,1
전반,1
전역,1
전적,1
전집,1
전체,1
전통,1
절대,1
절대왕정,0
절반,1
절제,0
절필,0
점,1
점유,0
점차,1
접근,1
접점,1
정,1
정거,0
정경,0
정념,0
정도,1
정부,1
정수,0
정점,0
정착,1
정책,1
정치,1
정협,0
제,1
제공,1
제도,1
제량,0
제로,1
제목,1
제시,0
제외,1
제조업,1
제출,1
조건,1
조금,1
조달,0
조성,0
조세,0
조정,1
조화,1
존재,1
종교,1
종사,1
종합,1
주,1
주가,1
주다,1
주도,1
주로,1
주식,1
주어지다,1
주옥,1
주요,1
주의,1
주장,1
주주,1
주차,1
주체,1
죽다,1
죽음,1
준,1
준비,1
줄,1
줄곧,1
줄다,1
줄리,0
줄어들다,1
중,1
중남미,1
중동,1
중부,1
중심,1
중요,1
중요하다,1
중용,0
즉흥,1
증가,1
증권,1
증명,1
증발,1
증손,0
증식,0
지금,1
지난,1
지난달,1
지능,1
지니계수,0
지니다,1
지대,0
지목,1
지배,1
지속,1
지수,1
지시,1
지역,1
지적,1
지주회사,0
지즈,0
지지,1
지지자,1
지출,1
직접,1
진입,1
진행,1
질,1
질서,1
집중,1
집필,0
짓다,1
차,1
차갑다,1
차남,0
차례,1
차베스,1
차이점,1
차지,1
참고문헌,1
참모,0
참여,1
창고,1
창설,0
찾다,1
찾아가다,1
채,1
채굴,1
채소,1
채우다,1
책,1
처음,1
천연가스,1
천연자원,1
철광석,1
철저하다,1
첨단,0
첫,1
체감,1
체제,1
체험,1
초,1
초과,1
초월,1
총,1
총력전,1
최,1
최고,1
최고경영자,1
최근,1
최대,1
최상급,1
최저,1
최종,1
최초,1
최후,1
추가,1
추구,1
추락,1
추산,0
추세,1
추정,1
추진,1
축소,1
축적,1
출구,1
출국,1
출범,0
충실하다,1
취약,1
취약성,1
취임,1
취임식,1
취지,1
층,1
치,1
치가,0
치솟다,1
치열하다,1
칙,1
친가,1
칠레,1
카리브,1
캐나다,1
캡,0
커피,1
코,1
코인,1
코코아,1
크게,1
크다,1
크립,1
키위,1
탁상공론,0
탄력성,1
탈,1
탈바꿈,0
태양,1
텄다,1
테크놀로지,1
텍스트,1
토,1
토론,1
토의,0
토큰,1
톤,1
통신,1
통제,1
통치,1
통한,1
통해,1
투,1
투명,1
투명하다,1
투자,1
투자자,1
트,1
트럼프,1
트루,1
트이다,1
특성,1
특질,0
특징,1
틀,1
파,1
파괴,1
파생상품,0
파스칼,1
파운드,1
파이,1
팜파스,0
펀드,1
펄프,0
페드로,1
페드르,1
펴다,1
편지,1
편차,1
편찬,1
펼치다,1
평가,1
평등,1
평원,1
폐해,1
포,1
포기,1
포도,1
포함,1
폭넓다,1
폭등,0
폴,1
폴리,0
표현,1
풀다,1
풀이,1
품목,1
풍부,1
풍부하다,1
프라,0
프랑,0
프랑스,1
프랑스어,1
프로젝트,1
플랜테이션,0
플랫폼,1
피,1
피하,0
피함,1
필요,1
필요하다,1
하나,1
하나로,1
하다,1
하락,1
하의,1
하이닉스,0
하향,1
학습,1
한국,1
함,1
합의,1
합작,0
항공,1
해당,1
해설,1
해소,1
해하,0
핵심,1
행동,1
행정부,1
헤게모니,0
현대,1
현재,1
현지,1
현행법,0
혐오,1
협의,1
형성,1
형태,1
혜택,1
호주,1
혼자,1
화가,1
화답,1
화폐,1
확대,1
확산,1
확실하다,1
확인,1
확정,1
환경,1
환율,1
활성화,1
회,1
회복하다,1
회사,1
회피,1
효과,1
후,1
후반,1
훌륭하다,1
흐름,1
흑자,1
희극,1
히폴리토스,1
힘,1
